GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6
LOC101733520	protein_coding	chrNW_016684970.1:11388-12401:-	gi|847176056|ref|XP_012810718.1|	484	8.00E-61	PREDICTED: C-C motif chemokine 21c-like, partial [Xenopus tropicalis]	gi|847176055|ref|XM_012955264.1|	290	5.00E-149	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 21c-like (LOC101733520), partial mRNA	Q99731	59.3	4.00E-11	C-C motif chemokine 19	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0007257|activation of JUN kinase activity;GO:0007154|cell communication;GO:0048469|cell maturation;GO:0006874|cellular calcium ion homeostasis;GO:0071346|cellular response to interferon-gamma;GO:0071347|cellular response to interleukin-1;GO:0071356|cellular response to tumor necrosis factor;GO:0098586|cellular response to virus;GO:0070098|chemokine-mediated signaling pathway;GO:0002407|dendritic cell chemotaxis;GO:0001768|establishment of T cell polarity;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0001771|immunological synapse formation;GO:0006954|inflammatory response;GO:0072610|interleukin-12 secretion;GO:0048247|lymphocyte chemotaxis;GO:0097029|mature conventional dendritic cell differentiation;GO:0002548|monocyte chemotaxis;GO:0002408|myeloid dendritic cell chemotaxis;GO:2000107|negative regulation of leukocyte apoptotic process;GO:2000147|positive regulation of cell motility;GO:0050921|positive regulation of chemotaxis;GO:0002606|positive regulation of dendritic cell antigen processing and presentation;GO:2000549|positive regulation of dendritic cell dendrite assembly;GO:0045807|positive regulation of endocytosis;GO:0070374|positive regulation of ERK1 and ERK2 cascade;GO:0010560|positive regulation of glycoprotein biosynthetic process;GO:0043547|positive regulation of GTPase activity;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0050718|positive regulation of interleukin-1 beta secretion;GO:0032735|positive regulation of interleukin-12 production;GO:0046330|positive regulation of JNK cascade;GO:0090023|positive regulation of neutrophil chemotaxis;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0043552|positive regulation of phosphatidylinositol 3-kinase activity;GO:0045860|positive regulation of protein kinase activity;GO:0051897|positive regulation of protein kinase B signaling;GO:0048260|positive regulation of receptor-mediated endocytosis;GO:0042102|positive regulation of T cell proliferation;GO:0045627|positive regulation of T-helper 1 cell differentiation;GO:0032760|positive regulation of tumor necrosis factor production;GO:0060491|regulation of cell projection assembly;GO:0051209|release of sequestered calcium ion into cytosol;GO:0071731|response to nitric oxide;GO:0034695|response to prostaglandin E;GO:0009615|response to virus;GO:0031295|T cell costimulation;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005622|intracellular;	GO:0048020|CCR chemokine receptor binding;GO:0031735|CCR10 chemokine receptor binding;GO:0031732|CCR7 chemokine receptor binding;GO:0008009|chemokine activity;GO:0042379|chemokine receptor binding;	K05512	CCL19, ELC; C-C motif chemokine 19	17.12265064	8.749815567	11.68061747	16.04704758	7.930235158	7.962407563	9.270288987	7.099532079	5.911326334	5.272809816	6.76724324	2.838577903	25.88287653	24.46352703	17.36023027	19.28205108	15.66722624	16.02869344	25.10435984	4.255981754	17.22596408	5.301613477	15.54098172	13.04731166	21.19559272	7.798884682	14.73549875	12.65027818	42.13408762	19.58232745	12.03381399	6.476611573	3.58526402	19.37350212	5.543648249	7.347775243	7.383497611	13.7882474	27.12072232	10.62498662	27.20610592	15.04037506	9.20195791	6.631464362	11.50163377	7.328989015	9.517170126	5.96255385
bpi	protein_coding	chrNC_030686.1:30711073-30727760:-	gi|166795971|ref|NP_001107736.1|	2371	0	bactericidal/permeability-increasing protein precursor [Xenopus tropicalis]	gi|166795970|ref|NM_001114264.1|	1586	0	Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), mRNA	P17453	410	2.00E-136	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;	GO:0005615|extracellular space;GO:0016020|membrane;	GO:0001530|lipopolysaccharide binding;	.	.	48.60532088	53.91436841	49.60985962	39.29535219	28.82197735	41.18228943	7.237986497	6.012536554	5.077772599	10.93066115	6.140489799	6.593742915	53.92750206	47.14743299	45.64532415	56.39741927	70.58814207	37.26947064	10.04625549	6.804142711	5.198072665	9.197868088	7.846298096	3.608053287	32.31822045	50.51592966	42.27357836	52.76293873	64.76236341	45.09951276	11.6212476	17.44075223	10.66330611	10.29380563	20.23695798	16.11570873	62.51748549	41.09159814	44.33305423	44.49667064	35.77684497	40.98064082	14.1388448	7.476022231	8.274575164	7.297256424	7.09232301	7.910271691
bpi	protein_coding	chrNC_030686.1:30827952-30849637:-	gi|847168170|ref|XP_012827185.1|	2355	0	PREDICTED: bactericidal permeability-increasing protein isoform X1 [Xenopus tropicalis]	gi|847168169|ref|XM_012971731.1|	2487	0	PREDICTED: Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), transcript variant X1, mRNA	P17213	394	9.00E-128	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;GO:0032715|negative regulation of interleukin-6 production;GO:0032717|negative regulation of interleukin-8 production;GO:0043031|negative regulation of macrophage activation;GO:0032720|negative regulation of tumor necrosis factor production;	GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0001530|lipopolysaccharide binding;	.	.	20.05523065	20.08225282	13.96310888	19.84415291	14.56691634	13.71912575	9.431415454	14.3960963	5.678364755	21.91591628	4.218593851	7.621651056	16.60114812	33.90489047	18.50301372	19.49669586	18.98449528	11.32167403	15.66321134	12.0325614	5.354973484	15.88548105	13.64527751	6.237800545	17.7304776	14.63244797	15.38360138	16.02406647	25.65619051	19.73115403	17.36546714	23.52055991	23.66865657	12.91558838	48.74831524	24.63689842	19.37319654	16.51244253	22.19569099	15.39452509	14.08088293	12.8896124	17.39463526	10.46569979	9.751700546	5.811397326	6.608750282	7.138645735
kitlg	protein_coding	chrNC_030679.1:45163481-45200603:-	gi|847110277|ref|XP_012814626.1|	1520	0	PREDICTED: kit ligand isoform X1 [Xenopus tropicalis]	gi|847110276|ref|XM_012959172.1|	4614	0	PREDICTED: Xenopus (Silurana) tropicalis KIT ligand (kitlg), transcript variant X1, mRNA	Q09108	166	3.00E-43	Kit ligand	.	.	.	.	pfam02404	SCF	Stem cell factor. Stem cell factor (SCF) is a homodimer involved in hematopoiesis. SCF binds to and activates the SCF receptor (SCFR), a receptor tyrosine kinase. The crystal structure of human SCF has been resolved and a potential receptor-binding site identified.	GO:0007155|cell adhesion;GO:0035234|ectopic germ cell programmed cell death;GO:0035162|embryonic hemopoiesis;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0008584|male gonad development;GO:0033026|negative regulation of mast cell apoptotic process;GO:0001755|neural crest cell migration;GO:0045740|positive regulation of DNA replication;GO:1902035|positive regulation of hematopoietic stem cell proliferation;GO:0002687|positive regulation of leukocyte migration;GO:0043406|positive regulation of MAP kinase activity;GO:0070668|positive regulation of mast cell proliferation;GO:0045636|positive regulation of melanocyte differentiation;GO:0002763|positive regulation of myeloid leukocyte differentiation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0046579|positive regulation of Ras protein signal transduction;	GO:0005737|cytoplasm;GO:0005856|cytoskeleton;GO:0005615|extracellular space;GO:0030175|filopodium;GO:0016021|integral component of membrane;GO:0030027|lamellipodium;GO:0005886|plasma membrane;	.	K05461	KITLG; KIT ligand	14.61245987	15.10073045	12.20976186	13.58162716	13.30854781	10.9855884	24.40453739	14.36267224	29.6044103	17.95303624	17.83190148	9.837617467	13.23596774	8.25081964	12.86391341	11.12728351	12.00057295	10.16411412	18.91387146	15.052729	14.02200085	11.62337722	17.43799932	15.46010279	9.954511846	9.855702465	8.630563003	9.544305561	12.49194462	9.949752241	15.67730585	21.83988922	13.25575714	19.39888417	10.46837103	15.03915721	9.920326082	11.68672625	14.22373674	8.53093689	13.85610501	9.8818707	13.41633997	25.54880334	23.09495548	31.99868775	17.56984999	19.15659215
wnt2b	protein_coding	chrNC_030678.1:73920456-73969630:+	gi|512812637|ref|XP_004910783.1|	2108	0	PREDICTED: protein Wnt-2b [Xenopus tropicalis]	gi|847091982|ref|XM_004910726.2|	2860	0	PREDICTED: Xenopus (Silurana) tropicalis wingless-type MMTV integration site family, member 2B (wnt2b), transcript variant X1, mRNA	P87387	727	0	Protein Wnt-2b-A	.	.	.	.	pfam00110	wnt	wnt family. Wnt genes have been identified in vertebrates and invertebrates but not in plants, unicellular eukaryotes or prokaryotes. In humans, 19 WNT proteins are known. Because of their insolubility little is known about Wnt protein structure, but all have 23 or 24 Cys residues whose spacing is highly conserved. Signal transduction by Wnt proteins (including the Wnt/beta-catenin, the Wnt/Ca++, and the Wnt/polarity pathway) is mediated by receptors of the Frizzled and LDL-receptor-related protein (LRP) families.	GO:0007275|multicellular organism development;GO:0016055|Wnt signaling pathway;	GO:0005578|proteinaceous extracellular matrix;	.	K00182	WNT2; wingless-type MMTV integration site family, member 2	4.138080556	2.587094082	3.205043128	3.301530408	1.535514509	2.631279256	15.96732302	7.263255534	10.16004929	7.591959853	7.407848772	3.780819838	4.904419224	2.937699894	2.098000025	3.725710577	3.182870968	2.14301512	11.82135247	8.936616756	9.640836087	4.557838058	8.926435089	6.457288651	2.662933672	1.634421794	4.521746262	3.201997684	7.837408839	2.301877732	7.003724009	6.050333145	3.255928703	7.597819725	5.163507282	5.931398248	4.789474293	3.456507087	3.580223126	2.989539421	5.982127592	5.279690992	8.50112063	11.09159646	11.3569915	10.17352281	8.888131386	7.61397795
crispld2	protein_coding	chrNC_030680.1:64499673-64533829:-	gi|73853836|ref|NP_001027499.1|	2724	0	cysteine-rich secretory protein LCCL domain-containing 2 precursor [Xenopus tropicalis]	gi|73853835|ref|NM_001032328.1|	4415	0	Xenopus (Silurana) tropicalis cysteine-rich secretory protein LCCL domain containing 2 (crispld2), mRNA	Q4V9Y5	1053	0	Cysteine-rich secretory protein LCCL domain-containing 2	YJL078c_1	64.3	2.00E-10	COG2340	pfam03815	LCCL	LCCL domain.	.	GO:0005576|extracellular region;	.	.	.	4.34607888	5.29289062	5.626450694	3.504383851	4.64585415	3.543406627	80.78816726	59.28917777	60.65034207	52.07169558	41.04285764	36.60683214	5.022494848	15.29866273	1.471794918	4.419432542	2.799163774	3.092739123	39.09642404	86.51557322	42.78612078	46.37128577	42.18047271	28.40391938	2.306743942	1.129623277	3.420810178	2.858981808	5.059927152	1.657562363	52.18335624	42.77502282	40.68893444	35.46089856	35.83933097	31.81285922	3.090055269	3.679338385	4.045049533	3.543204877	4.707643656	4.271751525	62.39082624	99.24825393	65.44403566	76.1141677	61.88855137	57.11356791
nampt	protein_coding	chrNC_030679.1:67220810-67247172:+	gi|58332628|ref|NP_001011388.1|	2559	0	nicotinamide phosphoribosyltransferase [Xenopus tropicalis]	gi|89886121|ref|NM_001011388.2|	2507	0	Xenopus (Silurana) tropicalis nicotinamide phosphoribosyltransferase (nampt), mRNA	Q52I78	887	0	Nicotinamide phosphoribosyltransferase	PM0999	392	7.00E-126	COG1488	pfam04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family. Nicotinate phosphoribosyltransferase (EC:2.4.2.11) is the rate limiting enzyme that catalyses the first reaction in the NAD salvage synthesis. This family also includes Pre-B cell enhancing factor that is a cytokine. This family is related to Quinolinate phosphoribosyltransferase pfam01729.	GO:0032922|circadian regulation of gene expression;GO:0009435|NAD biosynthetic process;GO:0051770|positive regulation of nitric-oxide synthase biosynthetic process;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;	GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005654|nucleoplasm;	GO:0047280|nicotinamide phosphoribosyltransferase activity;GO:0004514|nicotinate-nucleotide diphosphorylase (carboxylating) activity;	K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	24.18142726	23.93133991	24.31240281	18.0951766	35.39809115	22.70232184	9.681400582	18.05186853	14.23478596	16.7934776	10.64566749	12.82325226	11.75459364	21.1538146	10.17789968	15.85539461	9.116981291	11.16057294	21.71079934	19.59878594	13.91800782	25.18402879	13.29525266	10.25166421	13.24570238	12.70075792	10.68758349	9.899442388	12.26898785	10.43378068	18.04135947	39.97585583	78.12246913	14.77266615	23.70469058	23.87039629	14.82798479	11.97598023	21.99134637	8.917543988	13.54797336	14.20855066	22.5698011	13.70940355	10.28477068	19.26914179	10.79107152	12.35016104
thbs1	protein_coding	chrNC_030684.1:98501300-98515014:+	gi|301615580|ref|XP_002937245.1|	5815	0	PREDICTED: thrombospondin-1 [Xenopus tropicalis]	gi|847159617|ref|XM_002937199.3|	5537	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 1 (thbs1), mRNA	P35448	2152	0	Thrombospondin-1	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0006954|inflammatory response;GO:0016525|negative regulation of angiogenesis;GO:0006986|response to unfolded protein;	GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0016529|sarcoplasmic reticulum;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;	.	.	44.47452137	32.34540647	35.536414	39.50176241	27.27809828	42.0158286	219.663148	112.3982168	251.5027187	135.6704126	164.4143709	140.9493799	28.62311497	63.40725721	22.35040966	40.14874254	30.6346101	23.35913574	118.3130473	185.4053481	121.47296	58.710893	84.19246226	81.23212081	17.62039814	11.35326169	22.8042398	21.08954093	33.73683205	18.46121533	167.4380297	417.6029128	149.2000215	185.2481642	122.0467498	152.2094134	33.2018318	25.99770685	34.83830702	27.83484933	36.36730901	33.50662885	47.45619928	157.1055427	121.8671232	201.0260598	115.6748013	135.328543
ccl5	protein_coding	chrNC_030678.1:44440323-44444827:+	gi|512820816|ref|XP_004911784.1|	493	2.00E-61	PREDICTED: C-C motif chemokine 5-like isoform X2 [Xenopus tropicalis]	gi|512820815|ref|XM_004911727.1|	446	0	PREDICTED: Xenopus (Silurana) tropicalis C-C motif chemokine 5-like (LOC100496523), transcript variant X2, mRNA	Q91ZL1	97.1	7.00E-25	C-C motif chemokine 5	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0060326|cell chemotaxis;GO:0070098|chemokine-mediated signaling pathway;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0050796|regulation of insulin secretion;GO:1901214|regulation of neuron death;GO:0009615|response to virus;	GO:0005615|extracellular space;	.	.	.	345.1404243	198.7300378	173.8859917	119.1122502	192.3209375	187.4200776	28.31648393	19.61922262	12.427923	40.08717776	15.46745907	25.22473189	89.9295508	99.64741712	99.49227809	197.2680214	120.2090767	88.84963536	16.742013	22.40229559	11.85194473	39.29850708	17.87829391	12.6581862	110.9306839	93.22881981	70.48219239	114.3207475	205.7512638	217.903297	20.95895695	48.49729467	17.48419113	16.623004	80.2719884	15.56165596	179.6919117	105.0638947	316.2285915	122.0966361	168.4517006	234.0220803	25.92778873	45.34068887	19.76497924	31.94163677	17.37989087	23.39567094
dpt	protein_coding	chrNC_030678.1:68364301-68390621:-	gi|71896109|ref|NP_001025599.1|	896	2.00E-114	dermatopontin precursor [Xenopus tropicalis]	gi|71896108|ref|NM_001030428.1|	1728	0	Xenopus (Silurana) tropicalis dermatopontin (dpt), mRNA	Q9QZZ6	298	6.00E-96	Dermatopontin	.	.	.	.	pfam14704	DERM	Dermatopontin. Members of this family mediate cell adhesion via cell surface integrin binding. They also induce haemagglutination and aggregation of amebocytes.	GO:0007155|cell adhesion;GO:0030199|collagen fibril organization;GO:0008285|negative regulation of cell proliferation;	GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	.	.	.	15.68059384	18.64564218	12.62150866	27.00075916	13.92033114	21.44735301	157.7486191	156.8110061	147.8173674	133.5184638	150.6015425	111.0604556	17.64034753	25.00664616	11.28120584	13.32264944	13.14668869	16.44262889	128.6620793	148.2591792	108.746085	77.44282798	105.5632345	117.546134	17.82052745	8.725604003	23.88280631	18.31555596	16.57069196	15.07671915	110.4989848	117.0379617	84.33738829	120.1655062	81.83568884	93.68291944	13.17016737	19.705155	15.94739633	21.74045183	18.26335814	15.00261721	115.8232549	184.2050175	142.1836702	193.3396839	187.1794497	145.992855
nts	protein_coding	chrNC_030679.1:44633863-44647710:+	gi|301615298|ref|XP_002937110.1|	807	9.00E-105	PREDICTED: neurotensin/neuromedin N [Xenopus tropicalis]	gi|847113852|ref|XM_002937064.3|	1018	0	PREDICTED: Xenopus (Silurana) tropicalis neurotensin (nts), mRNA	P01156	215	4.00E-67	Neurotensin/neuromedin N	.	.	.	.	pfam07421	Pro-NT_NN	Neurotensin/neuromedin N precursor. This family contains the precursor of bacterial neurotensin/neuromedin N (approximately 170 residues long). This the common precursor of two biologically active related peptides, neurotensin and neuromedin N. It undergoes tissue-specific processing leading to the formation in some tissues and cancer cell lines of large peptides ending with the neurotensin or neuromedin N sequence.	GO:0050880|regulation of blood vessel size;	GO:0043679|axon terminus;GO:0005576|extracellular region;GO:0030133|transport vesicle;	GO:0005184|neuropeptide hormone activity;	K05235	NTS; neurotensin	126.370873	208.549369	119.2029362	176.5394605	138.3059584	158.7223685	4.935833181	4.292087701	6.516286631	3.038052439	6.317932507	4.118612384	151.1192099	34.1160443	170.5999328	158.0526799	151.1546298	149.5074038	7.035126582	5.842937913	7.643099116	12.76727737	9.066932032	10.53667608	149.1865765	132.1487427	106.7496364	193.1437968	65.68129082	143.2814355	12.3299678	6.968171037	12.72353281	11.2341473	10.60683036	9.672217648	131.7762077	127.696255	100.0575741	159.340944	105.1900565	101.369642	5.664276452	2.953585049	3.947581071	10.46970851	9.72992591	15.45847294
colec10	protein_coding	chrNC_030682.1:122553790-122572363:+	gi|58332158|ref|NP_001011227.1|	1218	7.00E-162	collectin-10 precursor [Xenopus tropicalis]	gi|58332157|ref|NM_001011227.1|	1702	0	Xenopus tropicalis collectin subfamily member 10 (colec10), mRNA	Q5M8X6	473	2.00E-163	Collectin-10	.	.	.	.	pfam00059	Lectin_C	Lectin C-type domain. This family includes both long and short form C-type	.	GO:0005581|collagen trimer;GO:0005576|extracellular region;	GO:0005537|mannose binding;	K10065	COLEC10; collectin sub-family member 10	2.08906721	2.253628063	2.164816439	1.739958689	2.045082399	2.102880258	3.526423707	4.099449095	3.928149285	0.898422354	3.31940233	1.354245157	3.265513032	2.376956502	2.510835917	2.341739709	2.135603107	1.775210761	5.520503367	1.415802783	7.952056354	1.73439388	8.996387699	3.281722674	2.053580964	1.976215619	2.682718008	2.082386606	3.190726051	2.167063143	5.821713565	2.064679251	0.712699369	4.798372454	3.088017024	4.972113816	1.797225371	2.202514549	3.787167827	1.497034972	1.729697002	2.20175299	2.160219392	3.115841337	8.01392793	1.113767982	3.691749244	1.366272621
dcn	protein_coding	chrNC_030679.1:46045982-46203793:-	gi|154147680|ref|NP_001093704.1|	1756	0	decorin precursor [Xenopus tropicalis]	gi|847107955|ref|XM_012958377.1|	2934	0	PREDICTED: Xenopus (Silurana) tropicalis decorin (dcn), transcript variant X2, mRNA	Q9DE68	533	2.00E-180	Decorin	alr0124_1	60.8	1.00E-08	COG4886	pfam13855	LRR_8	Leucine rich repeat.	.	GO:0005578|proteinaceous extracellular matrix;	.	K04660	DCN; decorin	42.77550118	32.94411088	32.56918126	44.56895916	30.36506322	37.13095746	399.4261036	189.2468867	236.7016491	212.0043463	241.7685339	164.2122303	41.41936399	42.61967987	26.87482987	29.50387049	26.47790374	32.47412795	262.5348481	133.9064315	235.9154132	116.6302376	196.4109623	211.6774458	37.45358603	14.86644184	41.15462652	33.47969688	43.27077157	26.13296586	186.9345786	180.598545	110.9414101	212.8489899	113.2966092	124.3863619	34.34362864	39.16010787	40.98784122	43.93593351	47.8915675	43.87492906	169.0626025	309.1039296	188.3053828	306.5370747	252.8036368	211.8684277
LOC100496716	protein_coding	chrNC_030683.1:74219445-74235579:+	gi|512853816|ref|XP_002942520.2|	1045	8.00E-129	PREDICTED: interleukin-18 [Xenopus tropicalis]	gi|847148398|ref|XM_002942474.3|	2671	0	PREDICTED: Xenopus (Silurana) tropicalis interleukin-18 (LOC100496716), mRNA	Q9TU73	60.1	1.00E-08	Interleukin-18	.	.	.	.	pfam00340	IL1	Interleukin-1 / 18. This family includes interleukin-1 and interleukin-18.	GO:0001525|angiogenesis;GO:0071222|cellular response to lipopolysaccharide;GO:0071407|cellular response to organic cyclic compound;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0042095|interferon-gamma biosynthetic process;GO:0031663|lipopolysaccharide-mediated signaling pathway;GO:0000165|MAPK cascade;GO:0030101|natural killer cell activation;GO:0045662|negative regulation of myoblast differentiation;GO:0042104|positive regulation of activated T cell proliferation;GO:0010628|positive regulation of gene expression;GO:0032725|positive regulation of granulocyte macrophage colony-stimulating factor production;GO:0032729|positive regulation of interferon-gamma production;GO:0032740|positive regulation of interleukin-17 production;GO:0032819|positive regulation of natural killer cell proliferation;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0051142|positive regulation of NK T cell proliferation;GO:0042088|T-helper 1 type immune response;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005622|intracellular;	GO:0005125|cytokine activity;	K05482	IL18, IL1F4; interleukin 18	7.05297614	7.495801309	7.04648743	7.535104748	7.151065889	6.085848138	1.790915131	3.155625415	2.039377513	3.300327346	1.326513915	1.778193437	5.475528098	14.26211108	6.350228659	5.44728804	3.669787485	6.439327186	3.754799668	5.271499667	2.332230949	5.053897797	2.021438222	2.157556988	7.371798831	7.039613129	5.690267442	5.474818039	6.563824546	6.818119495	6.072307023	5.804123952	13.54891392	2.787922002	7.491389492	4.860233046	6.033005796	6.483980804	7.706070042	6.511203353	7.714115605	6.64953997	3.146781046	3.311320547	2.41940163	2.306369121	2.219863184	2.225982771
igfbp5	protein_coding	chrNC_030685.1:80037309-80055187:+	gi|847163481|ref|XP_012825854.1|	1320	5.00E-164	PREDICTED: insulin-like growth factor-binding protein 5 isoform X1 [Xenopus tropicalis]	gi|847163480|ref|XM_012970400.1|	6100	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor binding protein 5 (igfbp5), transcript variant X1, mRNA	Q90WV8	330	2.00E-111	Insulin-like growth factor-binding protein 5	.	.	.	.	pfam00086	Thyroglobulin_1	Thyroglobulin type-1 repeat. Thyroglobulin type 1 repeats are thought to be involved in the control of proteolytic degradation. The domain usually contains six conserved cysteines. These form three disulphide bridges. Cysteines 1 pairs with 2, 3 with 4 and 5 with 6.	GO:0009952|anterior/posterior pattern specification;GO:0048009|insulin-like growth factor receptor signaling pathway;GO:0007399|nervous system development;GO:0001558|regulation of cell growth;	GO:0005576|extracellular region;	GO:0005520|insulin-like growth factor binding;	.	.	6.013869464	9.316411764	4.204514847	1.939999796	3.277792154	2.221741219	57.72860815	23.37830413	32.68913766	31.43837625	29.2868372	13.60744638	7.150516517	3.572052549	4.170493851	7.44320417	6.468739247	3.206854345	40.16159224	17.14295085	42.68569465	28.45297636	35.02225695	36.43280949	4.095761778	1.747539144	3.480084608	4.134426689	8.48963244	1.505335919	40.98738106	36.29702719	30.01649009	40.67545082	32.77979365	36.63263586	5.410395984	3.765460619	8.493572582	3.939964237	12.43920126	6.318313333	46.24857093	39.93267228	41.74999953	32.22137879	33.12182937	41.17931475
tnc	protein_coding	chrNC_030684.1:14856879-14917280:+	gi|512858279|ref|XP_004916768.1|	9680	0	PREDICTED: tenascin isoform X1 [Xenopus tropicalis]	gi|847159454|ref|XM_004916711.2|	7530	0	PREDICTED: Xenopus (Silurana) tropicalis tenascin C (tnc), transcript variant X1, mRNA	P10039	2519	0	Tenascin	.	.	.	.	pfam00147	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain.	GO:0007155|cell adhesion;GO:0042127|regulation of cell proliferation;	GO:0005578|proteinaceous extracellular matrix;	.	K06252	TN; tenascin	27.87400428	32.06168323	24.85602253	25.069957	19.76340133	34.03380684	26.99449977	23.60971695	19.26715422	24.06091602	24.47177128	14.06151566	30.85041784	17.15914024	14.61181063	26.69357113	18.25905761	18.97540989	14.50915312	11.50077387	15.71473023	11.13788358	14.05473399	19.08076453	25.63609109	7.529394869	28.88912335	23.9062567	38.45933967	13.34096139	10.83216355	12.53011818	5.188531264	17.04319706	11.435992	12.0908145	24.21003534	26.75263423	30.50785438	32.16304205	46.4447386	35.43682866	19.00508006	20.35199618	16.99743204	15.49480898	22.07168132	14.10853362
LOC100494394	protein_coding	chrNC_030680.1:122474148-122488238:-	gi|301617718|ref|XP_002938270.1|	3407	0	PREDICTED: netrin-4-like [Xenopus tropicalis]	gi|847121230|ref|XM_002938224.3|	2527	0	PREDICTED: Xenopus (Silurana) tropicalis netrin-4-like (LOC100494394), mRNA	Q9JI33	687	0	Netrin-4	.	.	.	.	pfam00055	Laminin_N	Laminin N-terminal (Domain VI).	GO:0030198|extracellular matrix organization;GO:0016322|neuron remodeling;GO:0060668|regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling;	GO:0005604|basement membrane;GO:0005886|plasma membrane;	GO:0043237|laminin-1 binding;	K06845	NTN4; netrin 4	2.959637787	6.842122093	3.292393513	2.272065129	2.48426815	2.421491972	2.226691661	2.172657225	1.537677817	2.32734901	2.47104072	0.825250719	4.897650068	2.041780865	6.046308378	4.07252946	5.825455393	5.357433795	1.181945041	1.000095963	1.494139677	1.581882296	1.48624347	2.234092222	5.985657621	2.639116051	3.636925359	4.010776156	4.395756884	2.409454166	1.923546219	1.054949304	1.782936994	1.558612192	0.905350609	1.469638126	3.195661581	5.340422296	3.674024258	5.018010636	4.007585431	3.865362223	0.445875989	1.775738379	0.824958893	1.750353744	1.789342412	1.226960032
